Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
FORD,COMPACT,2,4,A6,E,10.1,28,162
FORD,MID-SIZE,1.5,4,AS6,X,8.5,33,196
FORD,MID-SIZE,1.6,4,M6,X,8.1,35,186
FORD,MID-SIZE,2,4,AS6,X,9,31,207
FORD,MID-SIZE,2.5,4,AS6,X,8.9,32,205
FORD,MID-SIZE,1.5,4,AS6,X,8.1,35,186
FORD,MID-SIZE,2,4,AS6,X,9.4,30,216
FORD,MID-SIZE,2,4,AV,X,5.5,51,126
FORD,SUBCOMPACT,3.7,6,A6,X,10.2,28,235
FORD,SUBCOMPACT,3.7,6,M6,X,10.6,27,244
FORD,SUBCOMPACT,5,8,A6,X,11.5,25,264
FORD,SUBCOMPACT,5,8,M6,X,12.7,22,292
FORD,SUBCOMPACT,5.8,8,M6,Z,13.2,21,304
FORD,SUBCOMPACT,3.7,6,A6,X,10.6,27,244
FORD,FULL-SIZE,2,4,AS6,X,9.1,31,209
FORD,FULL-SIZE,3.5,6,AS6,X,11.8,24,271
FORD,FULL-SIZE,3.5,6,AS6,X,10.3,27,237
FORD,FULL-SIZE,3.5,6,AS6,E,14.3,20,229
FORD,FULL-SIZE,3.5,6,AS6,X,11.2,25,258
FORD,FULL-SIZE,3.5,6,AS6,E,15.7,18,251
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,9.5,30,218
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,9.9,29,228
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.1,28,232
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,10.4,27,239
GMC,SUV - STANDARD,3.6,6,A6,X,12.3,23,283
GMC,SUV - STANDARD,3.6,6,A6,X,12.9,22,297
GMC,VAN - CARGO,4.3,6,A4,X,15.1,19,347
GMC,VAN - CARGO,5.3,8,A4,X,15.9,18,366
GMC,VAN - CARGO,5.3,8,A4,E,20.9,14,334
GMC,VAN - CARGO,5.3,8,A4,X,16.5,17,380
GMC,VAN - CARGO,5.3,8,A4,E,21.5,13,344
GMC,VAN - CARGO,5.3,8,A4,X,16.5,17,380
GMC,VAN - CARGO,5.3,8,A4,E,21.5,13,344
GMC,VAN - CARGO,5.3,8,A4,X,16.5,17,380
GMC,VAN - CARGO,5.3,8,A4,E,22.6,12,362
GMC,VAN - PASSENGER,5.3,8,A4,X,16.5,17,380
GMC,VAN - PASSENGER,5.3,8,A4,E,21.5,13,344
GMC,VAN - PASSENGER,5.3,8,A4,X,16.5,17,380
GMC,VAN - PASSENGER,5.3,8,A4,E,22.6,12,362
GMC,VAN - PASSENGER,4.8,8,A6,X,18,16,414
GMC,VAN - PASSENGER,6,8,A6,X,18.8,15,432
GMC,VAN - PASSENGER,6,8,A6,E,25.7,11,411
GMC,VAN - PASSENGER,4.8,8,A6,X,18.2,16,419
GMC,VAN - PASSENGER,6,8,A6,X,18.9,15,435
GMC,VAN - PASSENGER,6,8,A6,E,25.8,11,413
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.8,24,271
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,16.8,17,269
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,292
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,16.9,17,270
GMC,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,14.1,20,324
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.6,22,290
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.8,16,285
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13,22,299
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.3,16,277
GMC,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,14.3,20,329
GMC,SUV - SMALL,2.4,4,A6,X,9.1,31,209
GMC,SUV - SMALL,3.6,6,A6,X,12,24,276
GMC,SUV - SMALL,3.6,6,A6,E,16.2,17,259
GMC,SUV - SMALL,2.4,4,A6,X,10,28,230
GMC,SUV - SMALL,3.6,6,A6,X,12.6,22,290
GMC,SUV - SMALL,3.6,6,A6,E,17,17,272
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,20,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,15,294
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,20,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,15,294
GMC,SUV - STANDARD,6.2,8,A6,Z,14.7,19,338
GMC,SUV - STANDARD,6.2,8,A6,E,20.1,14,322
GMC,SUV - STANDARD,6.2,8,A6,Z,16.4,17,377
GMC,SUV - STANDARD,6.2,8,A6,E,22.1,13,354
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,20,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,15,294
GMC,SUV - STANDARD,5.3,8,A6,X,13.8,20,317
GMC,SUV - STANDARD,5.3,8,A6,E,18.4,15,294
HONDA,MID-SIZE,2.4,4,AV,X,7.9,36,182
HONDA,MID-SIZE,2.4,4,AV7,X,8.1,35,186
HONDA,MID-SIZE,2.4,4,M6,X,8.7,32,200
HONDA,MID-SIZE,3.5,6,A6,X,9.1,31,209
HONDA,MID-SIZE,3.5,6,AS6,X,9.6,29,221
HONDA,MID-SIZE,3.5,6,M6,X,10.9,26,251
HONDA,MID-SIZE,2,4,AV,X,4.8,59,110
HONDA,COMPACT,1.8,4,AV,X,7,40,161
HONDA,COMPACT,1.8,4,AV7,X,7.2,39,166
HONDA,COMPACT,1.8,4,M5,X,7.6,37,175
HONDA,SUV - SMALL,3.5,6,A6,X,10.7,26,246
HONDA,SUV - SMALL,2.4,4,A5,X,9.1,31,209
HONDA,SUV - SMALL,2.4,4,A5,X,9.4,30,216
HONDA,TWO-SEATER,1.5,4,AV7,X,6.3,45,145
HONDA,TWO-SEATER,1.5,4,M6,X,6.9,41,159
HONDA,STATION WAGON - SMALL,1.5,4,A5,X,7.5,38,172
HONDA,STATION WAGON - SMALL,1.5,4,M5,X,7.7,37,177
HONDA,MINIVAN,3.5,6,A6,X,10.6,27,244
HONDA,SUV - SMALL,3.5,6,A5,X,11.5,25,265
HONDA,SUV - SMALL,3.5,6,A5,X,12,24,276
HONDA,PICKUP TRUCK - STANDARD,3.5,6,A5,X,13.4,21,308
HYUNDAI,COMPACT,1.6,4,A6,X,7.7,37,177
HYUNDAI,COMPACT,1.6,4,M6,X,7.7,37,177
HYUNDAI,MID-SIZE,2,4,A6,X,8.6,33,198
HYUNDAI,MID-SIZE,2,4,M6,X,8.5,33,196
HYUNDAI,FULL-SIZE,5,8,A8,Z,13.2,21,304
HYUNDAI,FULL-SIZE,3.8,6,A8,X,11.1,25,255
HYUNDAI,SUV - SMALL,3.3,6,A6,X,11.2,25,258
HYUNDAI,SUV - SMALL,3.3,6,A6,X,11.6,24,267
HYUNDAI,SUV - SMALL,2.4,4,A6,X,10.3,27,237
HYUNDAI,SUV - SMALL,2,4,A6,X,11.5,25,264
HYUNDAI,SUV - SMALL,2.4,4,A6,X,11.1,25,255
HYUNDAI,FULL-SIZE,2,4,A6,X,9.6,29,221
HYUNDAI,FULL-SIZE,2.4,4,A6,X,8.5,33,196
HYUNDAI,MID-SIZE,2.4,4,AS6,X,6.2,46,143
HYUNDAI,MID-SIZE,2.4,4,AS6,X,6.3,45,145
HYUNDAI,SUV - SMALL,2,4,A6,X,9.3,30,214
HYUNDAI,SUV - SMALL,2,4,M6,X,10.1,28,232
HYUNDAI,SUV - SMALL,2.4,4,A6,X,10,28,230
HYUNDAI,SUV - SMALL,2,4,A6,X,10.5,27,242
HYUNDAI,SUV - SMALL,2.4,4,A6,X,10.6,27,244
HYUNDAI,COMPACT,1.6,4,AM6,X,7.7,37,177
HYUNDAI,COMPACT,1.6,4,M6,X,8,35,184
HYUNDAI,COMPACT,1.6,4,A6,X,8.8,32,202
HYUNDAI,COMPACT,1.6,4,M6,X,8.5,33,196
INFINITI,MID-SIZE,3.7,6,AS7,Z,10.2,28,235
INFINITI,MID-SIZE,3.7,6,AS7,Z,10.8,26,248
INFINITI,COMPACT,3.5,6,AS7,Z,7.5,38,172
INFINITI,COMPACT,3.5,6,AS7,Z,8.2,34,189
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.5,25,265
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.7,24,269
INFINITI,SUBCOMPACT,3.7,6,M6,Z,12.3,23,283
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.1,25,255
INFINITI,SUBCOMPACT,3.7,6,M6,Z,11.6,24,267
INFINITI,MID-SIZE,3.7,6,AS7,Z,11,26,253
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.3,23,283
INFINITI,MID-SIZE,3.7,6,AS7,Z,11.6,24,267
INFINITI,MID-SIZE,5.6,8,AS7,Z,12.8,22,294
INFINITI,MID-SIZE,3.5,6,AS7,Z,7.6,37,175
INFINITI,STATION WAGON - SMALL,3.7,6,AS7,Z,11.8,24,271
INFINITI,SUV - SMALL,3.5,6,AV,Z,10.6,27,244
INFINITI,SUV - SMALL,3.5,6,AV,Z,11,26,253
INFINITI,SUV - STANDARD,2.5,4,AV,X,8.5,33,196
INFINITI,SUV - SMALL,3.7,6,AS7,Z,12.8,22,294
INFINITI,SUV - SMALL,5,8,AS7,Z,14.5,19,334
INFINITI,SUV - STANDARD,5.6,8,AS7,Z,15,19,345
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.3,27,237
JAGUAR,TWO-SEATER,3,6,AS8,Z,10.6,27,244
JAGUAR,TWO-SEATER,5,8,AS8,Z,12.8,22,294
JAGUAR,MID-SIZE,2,4,AS8,Z,10.5,27,242
JAGUAR,MID-SIZE,3,6,AS8,Z,12.2,23,281
JAGUAR,MID-SIZE,5,8,AS8,Z,13.3,21,306
JAGUAR,MID-SIZE,5,8,AS8,E,18.1,16,290
JAGUAR,MID-SIZE,5,8,AS8,Z,13.3,21,306
JAGUAR,FULL-SIZE,3,6,AS8,Z,12.4,23,285
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,306
JAGUAR,FULL-SIZE,5,8,AS8,E,17.5,16,280
JAGUAR,FULL-SIZE,3,6,AS8,Z,12.4,23,285
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,306
JAGUAR,FULL-SIZE,5,8,AS8,E,17.5,16,280
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,306
JAGUAR,FULL-SIZE,5,8,AS8,Z,13.3,21,306
JAGUAR,MINICOMPACT,5,8,AS6,Z,13.1,22,301
JAGUAR,MINICOMPACT,5,8,AS6,Z,12.6,22,290
JAGUAR,MINICOMPACT,5,8,AS6,Z,13.7,21,315
JAGUAR,MINICOMPACT,5,8,AS6,Z,13.5,21,310
JAGUAR,MINICOMPACT,5,8,AS6,Z,13.7,21,315
JAGUAR,MINICOMPACT,5,8,AS6,Z,13.5,21,310
JEEP,SUV - SMALL,2.4,4,A9,X,9.5,30,218
JEEP,SUV - SMALL,3.2,6,A9,X,10.5,27,242
JEEP,SUV - SMALL,2.4,4,A9,X,10,28,230
JEEP,SUV - SMALL,3.2,6,A9,X,10.8,26,248
JEEP,SUV - SMALL,2.4,4,A9,X,10.1,28,232
JEEP,SUV - SMALL,3.2,6,A9,X,11,26,253
JEEP,SUV - SMALL,2.4,4,A9,X,10.9,26,251
JEEP,SUV - SMALL,3.2,6,A9,X,11.6,24,267
JEEP,SUV - SMALL,2,4,AV,X,9.9,29,228
JEEP,SUV - SMALL,2,4,A6,X,9.8,29,225
JEEP,SUV - SMALL,2,4,M5,X,9.1,31,209
JEEP,SUV - SMALL,2.4,4,A6,X,9.8,29,225
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,30,216
JEEP,SUV - SMALL,2.4,4,A6,X,10.2,28,235
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,30,216
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,25,255
JEEP,SUV - STANDARD,5.7,8,A8,X,14.8,19,340
JEEP,SUV - STANDARD,3,6,A8,D,9.9,29,267
JEEP,SUV - STANDARD,3.6,6,A8,X,12.1,23,278
JEEP,SUV - STANDARD,3.6,6,A8,E,15.6,18,250
JEEP,SUV - STANDARD,6.4,8,A8,Z,15.8,18,363
JEEP,SUV - SMALL,2,4,AV,X,9.9,29,228
JEEP,SUV - SMALL,2,4,A6,X,9.8,29,225
JEEP,SUV - SMALL,2,4,M5,X,9.1,31,209
JEEP,SUV - SMALL,2.4,4,A6,X,9.8,29,225
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,30,216
JEEP,SUV - SMALL,2.4,4,A6,X,10.2,28,235
JEEP,SUV - SMALL,2.4,4,M5,X,9.4,30,216
JEEP,SUV - SMALL,2.4,4,AV,X,11.1,25,255
JEEP,SUV - SMALL,3.6,6,A5,X,12.8,22,294
JEEP,SUV - SMALL,3.6,6,M6,X,12.8,22,294
JEEP,SUV - SMALL,3.6,6,A5,X,13.4,21,308
JEEP,SUV - SMALL,3.6,6,M6,X,13.4,21,308
KIA,FULL-SIZE,3.3,6,A6,X,10.9,26,251
KIA,MID-SIZE,1.8,4,A6,X,8.3,34,191
KIA,MID-SIZE,1.8,4,M6,X,8,35,184
KIA,MID-SIZE,2,4,A6,X,8.4,34,193
KIA,MID-SIZE,2,4,M6,X,8.4,34,193
KIA,FULL-SIZE,1.6,4,A6,X,9.7,29,223
KIA,FULL-SIZE,1.6,4,M6,X,9.8,29,225
KIA,FULL-SIZE,2,4,A6,X,8.4,34,193
KIA,FULL-SIZE,2,4,M6,X,8.5,33,196
KIA,COMPACT,1.6,4,A6,X,9.4,30,216
KIA,COMPACT,1.6,4,M6,X,9.6,29,221
KIA,COMPACT,2,4,A6,X,8.4,34,193
KIA,COMPACT,2,4,M6,X,8.6,33,198
KIA,MID-SIZE,2,4,A6,X,9.9,29,228
KIA,MID-SIZE,2.4,4,A6,X,8.7,32,200
KIA,MID-SIZE,2.4,4,AS6,X,6.2,46,143
KIA,MID-SIZE,2.4,4,AS6,X,6.4,44,147
KIA,COMPACT,1.6,4,A6,X,7.6,37,175
KIA,COMPACT,1.6,4,M6,X,7.7,37,177
KIA,COMPACT,1.6,4,A6,X,7.6,37,175
KIA,STATION WAGON - MID-SIZE,2,4,A6,X,9.2,31,212
KIA,STATION WAGON - MID-SIZE,2,4,M6,X,9.3,30,214
KIA,MINIVAN,3.5,6,A6,X,12,24,276
KIA,SUV - SMALL,2.4,4,A6,X,10.3,27,237
KIA,SUV - SMALL,3.3,6,A6,X,11.4,25,262
KIA,SUV - SMALL,2.4,4,A6,X,11,26,253
KIA,SUV - SMALL,3.3,6,A6,X,11.8,24,271
KIA,STATION WAGON - SMALL,1.6,4,A6,X,8.9,32,205
KIA,STATION WAGON - SMALL,1.6,4,M6,X,9,31,207
KIA,STATION WAGON - SMALL,2,4,A6,X,9.1,31,209
KIA,STATION WAGON - SMALL,2,4,A6,X,8.8,32,202
KIA,SUV - SMALL,2.4,4,A6,X,10,28,230
KIA,SUV - SMALL,2.4,4,M6,X,11.3,25,260
KIA,SUV - SMALL,2,4,A6,X,11.4,25,262
KIA,SUV - SMALL,2.4,4,A6,X,10.7,26,246
LAMBORGHINI,TWO-SEATER,6.5,12,A7,Z,18.3,15,421
LAMBORGHINI,TWO-SEATER,5.2,10,A6,Z,15.7,18,361
LAMBORGHINI,TWO-SEATER,5.2,10,M6,Z,17.4,16,400
LAND ROVER,SUV - SMALL,2,4,AS6,Z,11.9,24,274
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,14.5,19,334
LAND ROVER,SUV - SMALL,2,4,AS9,Z,9.8,29,225
LAND ROVER,SUV - SMALL,2,4,AS9,Z,9.8,29,225
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,15.4,18,354
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,15.1,19,347
LAND ROVER,SUV - STANDARD,5,8,AS8,E,21.4,13,342
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,12.4,23,285
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,12.4,23,285
LAND ROVER,SUV - STANDARD,3,6,AS8,E,17.4,16,278
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,15,19,345
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,14.7,19,338
LAND ROVER,SUV - STANDARD,5,8,AS8,E,20.7,14,331
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,12.3,23,283
LAND ROVER,SUV - STANDARD,3,6,AS8,Z,12.3,23,283
LAND ROVER,SUV - STANDARD,3,6,AS8,E,17.3,16,277
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,15.4,18,354
LAND ROVER,SUV - STANDARD,5,8,AS8,Z,15.1,19,347
LAND ROVER,SUV - STANDARD,5,8,AS8,E,21.4,13,342
LEXUS,COMPACT,1.8,4,AV,X,5.6,50,129
LEXUS,MID-SIZE,2.5,4,AV6,X,6,47,138
LEXUS,MID-SIZE,3.5,6,AS6,X,9.6,29,221
LEXUS,MID-SIZE,3.5,6,AS8,Z,10.4,27,239
LEXUS,MID-SIZE,3.5,6,AS6,Z,11,26,253
LEXUS,MID-SIZE,3.5,6,AV8,Z,7.6,37,175
LEXUS,SUV - STANDARD,4.6,8,AS6,Z,13.9,20,320
LEXUS,COMPACT,2.5,6,AS6,Z,9.7,29,223
LEXUS,COMPACT,2.5,6,AS6,Z,10.4,27,239
LEXUS,SUBCOMPACT,2.5,6,AS6,Z,9.7,29,223
LEXUS,COMPACT,3.5,6,AS8,Z,10.6,27,244
LEXUS,COMPACT,3.5,6,AS6,Z,11,26,253
LEXUS,SUBCOMPACT,3.5,6,AS6,Z,10.6,27,244
LEXUS,SUBCOMPACT,5,8,AS8,Z,12.6,22,290
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.3,23,283
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,22,297
LEXUS,MID-SIZE,4.6,8,AS8,Z,12.9,22,297
LEXUS,MID-SIZE,5,8,AV8,Z,11.4,25,262
LEXUS,SUV - STANDARD,5.7,8,AS6,Z,16.5,17,380
LEXUS,SUV - SMALL,3.5,6,AS6,X,11.7,24,269
LEXUS,SUV - SMALL,3.5,6,AS8,X,11.1,25,255
LEXUS,SUV - SMALL,3.5,6,AV6,Z,8.2,34,189
LINCOLN,FULL-SIZE,3.5,6,AS6,X,11.8,24,271
LINCOLN,FULL-SIZE,3.7,6,AS6,X,11.3,25,260
LINCOLN,SUV - STANDARD,3.5,6,AS6,X,12.8,22,294
LINCOLN,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,10.2,28,235
LINCOLN,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,12.2,23,281
LINCOLN,SUV - SMALL,3.7,6,AS6,X,12.2,23,281
LINCOLN,MID-SIZE,2,4,AS6,X,9,31,207
LINCOLN,MID-SIZE,3.7,6,AS6,X,11.4,25,262
LINCOLN,MID-SIZE,2,4,AV,X,6.3,45,145
LINCOLN,SUV - STANDARD,5.4,8,A6,X,16,18,368
LINCOLN,SUV - STANDARD,5.4,8,A6,E,21.6,13,346
MASERATI,MID-SIZE,3,6,AS8,Z,12.7,22,292
MASERATI,MID-SIZE,3,6,AS8,Z,12.7,22,292
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.1,19,347
MASERATI,SUBCOMPACT,4.7,8,AS6,Z,15.3,18,352
MASERATI,FULL-SIZE,3.8,8,AS8,Z,14.5,19,334
MASERATI,FULL-SIZE,3,6,AS8,Z,13.1,22,301
MAZDA,SUV - SMALL,2,4,AS6,X,8.2,34,189
MAZDA,SUV - SMALL,2,4,M6,X,8,35,184
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.6,33,198
MAZDA,SUV - SMALL,2,4,AS6,X,8.5,33,196
MAZDA,SUV - SMALL,2.5,4,AS6,X,8.9,32,205
MAZDA,SUV - SMALL,3.7,6,AS6,X,12.3,23,283
MAZDA,SUV - SMALL,3.7,6,AS6,X,12.6,22,290
MAZDA,COMPACT,1.5,4,A4,X,7.7,37,177
MAZDA,COMPACT,1.5,4,M5,X,7.4,38,170
MAZDA,COMPACT,2,4,AS6,X,6.9,41,159
MAZDA,COMPACT,2,4,M6,X,7,40,161
MAZDA,COMPACT,2.5,4,AS6,X,7.4,38,170
MAZDA,COMPACT,2.5,4,AS6,X,7.3,39,168
MAZDA,COMPACT,2,4,M6,X,7,40,161
MAZDA,MID-SIZE,2,4,AS6,X,7.1,40,163
MAZDA,MID-SIZE,2,4,M6,X,7.2,39,166
MAZDA,MID-SIZE,2.5,4,AS6,X,7.7,37,177
MAZDA,MID-SIZE,2.5,4,AS6,X,7.3,39,168
MAZDA,MID-SIZE,2,4,M6,X,7.2,39,166
MAZDA,MINIVAN,2.5,4,AS5,X,9.7,29,223
MAZDA,MINIVAN,2.5,4,M6,X,9.8,29,225
MAZDA,MID-SIZE,2.5,4,AS6,X,7.6,37,175
MAZDA,MID-SIZE,2.5,4,M6,X,8.1,35,186
MAZDA,MID-SIZE,2.5,4,AS6,X,7.3,39,168
MAZDA,TWO-SEATER,2,4,AS6,Z,10.2,28,235
MAZDA,TWO-SEATER,2,4,M5,Z,9.6,29,221
MAZDA,TWO-SEATER,2,4,M6,Z,9.9,29,228
MERCEDES-BENZ,STATION WAGON - SMALL,2,4,AS7,Z,8,35,184
MERCEDES-BENZ,COMPACT,1.8,4,AS7,Z,9.4,30,216
MERCEDES-BENZ,SUBCOMPACT,1.8,4,AS7,Z,9.4,30,216
MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,10.5,27,242
MERCEDES-BENZ,COMPACT,3.5,6,AS7,E,14,20,224
MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,10.5,27,242
MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,10.4,27,239
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.6,27,244
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.5,27,242
MERCEDES-BENZ,COMPACT,6.2,8,AS7,Z,15.1,19,347
MERCEDES-BENZ,SUBCOMPACT,6.2,8,AS7,Z,15.3,18,352
MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,13.2,21,304
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.4,21,308
MERCEDES-BENZ,COMPACT,2,4,AS7,Z,7.8,36,179
MERCEDES-BENZ,COMPACT,2,4,AS7,Z,9.2,31,212
MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,11.5,25,264
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.1,22,301
MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,13.1,22,301
MERCEDES-BENZ,MID-SIZE,2.1,4,AS7,D,7.2,39,194
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,10.2,28,235
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,10,28,230
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.4,27,239
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,10.5,27,242
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.4,27,239
MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,10.2,28,235
MERCEDES-BENZ,MID-SIZE,3.5,6,AS7,Z,8.8,32,202
MERCEDES-BENZ,MID-SIZE,4.7,8,AS7,Z,11.6,24,267
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,11.7,24,269
MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,11.4,25,262
MERCEDES-BENZ,MID-SIZE,5.5,8,AS7,Z,12.9,22,297
MERCEDES-BENZ,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,13.5,21,310
MERCEDES-BENZ,MID-SIZE,5.5,8,AS7,Z,12.9,22,297
MERCEDES-BENZ,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,13.5,21,310
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,18.2,16,419
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,17.7,16,407
MERCEDES-BENZ,SUV - STANDARD,3,6,AS7,D,12,24,324
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,15.2,19,350
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,15.6,18,359
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.8,18,363
MERCEDES-BENZ,SUV - SMALL,2.1,4,AS7,D,8.5,33,230
MERCEDES-BENZ,SUV - SMALL,3.5,6,AS7,Z,11.3,25,260
MERCEDES-BENZ,SUV - STANDARD,3.5,6,AS7,Z,12.1,23,278
MERCEDES-BENZ,SUV - STANDARD,3.5,6,AS7,E,16,18,256
MERCEDES-BENZ,SUV - STANDARD,3,6,AS7,D,10.3,27,278
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS7,Z,14.2,20,327
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS7,Z,15.5,18,356
MERCEDES-BENZ,FULL-SIZE,4.7,8,AS7,Z,12.1,23,278
MERCEDES-BENZ,FULL-SIZE,4.7,8,AS7,Z,12,24,276
MERCEDES-BENZ,FULL-SIZE,5.5,8,AS7,Z,13.2,21,304
MERCEDES-BENZ,TWO-SEATER,4.7,8,AS7,Z,11.7,24,269
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,12.7,22,292
MERCEDES-BENZ,TWO-SEATER,6,8,AS7,Z,14.2,20,327
MERCEDES-BENZ,TWO-SEATER,1.8,4,AS7,Z,8.9,32,205
MERCEDES-BENZ,TWO-SEATER,1.8,4,M6,Z,9,31,207
MERCEDES-BENZ,TWO-SEATER,3.5,6,AS7,Z,9.8,29,225
MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,10.7,26,246
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,16.5,17,380
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,15.7,18,361
MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,15.7,18,361
MINI,SUBCOMPACT,1.6,4,A6,Z,7.8,36,179
MINI,SUBCOMPACT,1.6,4,M6,Z,7.8,36,179
MINI,MINICOMPACT,1.6,4,A6,Z,7.8,36,179
MINI,MINICOMPACT,1.6,4,M6,Z,7.8,36,179
MINI,COMPACT,1.6,4,A6,Z,8.7,32,200
MINI,COMPACT,1.6,4,M6,Z,7.8,36,179
MINI,TWO-SEATER,1.6,4,A6,Z,7.6,37,175
MINI,TWO-SEATER,1.6,4,M6,Z,7.3,39,168
MINI,COMPACT,1.6,4,A6,Z,8.7,32,200
MINI,COMPACT,1.6,4,M6,Z,7.8,36,179
MINI,TWO-SEATER,1.6,4,A6,Z,7.8,36,179
MINI,TWO-SEATER,1.6,4,M6,Z,7.8,36,179
MINI,SUBCOMPACT,1.6,4,A6,Z,8.3,34,191
MINI,SUBCOMPACT,1.6,4,M6,Z,8,35,184
MINI,MINICOMPACT,1.6,4,A6,Z,8.3,34,191
MINI,MINICOMPACT,1.6,4,M6,Z,8,35,184
MINI,COMPACT,1.6,4,A6,Z,9,31,207
MINI,COMPACT,1.6,4,M6,Z,8.5,33,196
MINI,TWO-SEATER,1.6,4,A6,Z,8.3,34,191
MINI,TWO-SEATER,1.6,4,M6,Z,8,35,184
MINI,COMPACT,1.6,4,A6,Z,9,31,207
MINI,COMPACT,1.6,4,M6,Z,8.5,33,196
MINI,TWO-SEATER,1.6,4,A6,Z,8.3,34,191
MINI,TWO-SEATER,1.6,4,M6,Z,8,35,184
